0,1,1
0,2,2
0,3,3
0,4,4
-1,4,5
-2,4,6
-3,4,7
-4,4,8
-5,4,9
-6,4,10
-6,3,11
-6,2,12
-6,1,13
-7,1,14
1,0,1
1,1,2
1,2,3
0,2,4
-1,2,5
-2,2,6
-3,2,7
-4,2,8
-5,2,9
-6,2,10
-7,2,11
-1,0,1
-2,0,2
-3,0,3
-4,0,4
-5,0,5
-6,0,6
-7,0,7
-8,0,8
-9,0,9
-8,0,10
-8,-1,11
-8,-2,12
-8,-3,13
-8,-4,14
-8,-5,15
-8,-6,16
-8,-7,17
-8,-8,18
-8,-9,19
-7,-9,20
-6,-9,21
-5,-9,22
-4,-9,23
-3,-9,24
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
1,0,1
2,0,2
1,0,1
-1,0,1
-2,0,2
-3,0,3
-4,0,4
-5,0,5
-6,0,6
-7,0,7
-8,0,8
-9,0,9
-10,0,10
-11,0,11
-10,0,12
-11,0,13
-1,0,1
-2,0,2
-3,0,3
-4,0,4
-5,0,5
-5,1,6
-6,1,7
-1,0,1
-2,0,2
-3,0,3
-4,0,4
-5,0,5
-6,0,6
-7,0,7
-1,0,1
-1,0,1
-1,0,1
-2,0,2
-1,0,1
-2,0,2
0,-1,1
0,-2,2
0,-3,3
0,-4,4
0,-5,5
0,-6,6
0,-7,7
0,-8,8
0,-9,9
0,-10,10
0,-11,11
0,-12,12
0,-13,13
0,-14,14
0,-15,15
0,-16,16
0,-17,17
0,-18,18
0,-19,19
0,-20,20
0,-21,21
0,-22,22
0,-23,23
0,-24,24
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
5,0,7
5,1,8
4,1,9
5,1,10
4,1,11
