0,-1,1
0,-2,2
0,-3,3
0,-4,4
0,-5,5
0,-6,6
0,-7,7
-1,-7,8
-1,-6,9
-2,-6,10
-3,-6,11
-4,-6,12
-5,-6,13
-6,-6,14
-7,-6,15
-6,-6,15
-5,-6,16
-4,-6,17
-3,-6,18
-3,-5,19
-3,-4,20
-3,-3,21
-3,-4,21
-3,-5,22
-3,-6,23
-3,-7,24
-3,-8,25
-3,-9,26
-3,-10,27
-3,-11,28
0,-1,1
0,-2,2
0,-3,3
0,-4,4
0,-5,5
0,-6,6
0,1,1
0,-1,1
0,-2,2
0,-3,3
0,-4,4
0,-5,5
0,-6,6
0,-7,7
0,-8,8
0,-9,9
