-1,0,1
-1,1,2
-1,2,3
-1,3,4
-1,4,5
-1,5,6
1,0,1
1,-1,2
1,-2,3
1,-3,4
1,-4,5
1,-5,6
1,-6,7
1,-7,8
1,-8,9
1,-9,10
1,-10,11
1,-11,12
0,-11,13
0,-10,14
0,-11,15
0,-10,16
-1,-10,16
-1,-9,17
-2,-9,18
-3,-9,19
-4,-9,20
-4,-10,21
-3,-10,22
-2,-10,23
-1,-10,24
0,-10,25
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
-1,0,1
1,0,1
0,1,1
0,2,2
0,3,3
0,4,4
0,5,5
0,6,6
0,1,1
