0,-1,1
0,-2,2
0,-3,3
0,-4,4
0,-5,5
0,-6,6
0,-7,7
0,-8,8
0,-9,9
0,-10,10
0,-11,11
0,-12,12
0,-13,13
0,-1,1
0,-2,2
0,-3,3
0,-4,4
0,-5,5
0,-6,6
0,-7,7
0,-8,8
0,-8,7
0,-9,8
0,-10,9
0,-11,10
0,-12,11
0,-11,12
0,-10,13
0,-9,14
0,-8,15
0,-8,14
0,-8,13
0,-7,14
0,-6,15
-1,-6,16
-1,-6,15
0,-6,16
-1,-6,17
-2,-6,18
-3,-6,19
-4,-6,20
-4,-7,21
-3,-7,22
-4,-7,23
-5,-7,24
-6,-7,25
-6,-7,24
-6,-6,25
-6,-5,26
-6,-4,27
-6,-3,28
-6,-2,29
-6,-2,28
-6,-1,29
-6,-1,28
-5,-1,29
-4,-1,30
-3,-1,31
-3,0,32
-3,1,33
-4,1,34
-5,1,35
-4,1,36
-3,1,37
-4,1,38
-5,1,39
-4,1,40
-3,1,41
-4,1,42
-5,1,43
-5,1,42
-6,1,43
-7,1,44
-8,1,45
-8,0,46
-9,0,47
-10,0,48
-10,0,47
-11,0,48
-12,0,49
-11,0,50
-12,0,51
-13,0,52
-14,0,53
-15,0,54
-16,0,55
-16,0,54
-17,0,55
-18,0,56
-19,0,57
-20,0,58
-21,0,59
-22,0,60
-23,0,61
-24,0,62
-24,0,61
-23,0,62
-22,0,63
-21,0,64
-20,0,65
-20,0,64
-20,-1,65
-20,-2,66
-21,-2,67
-22,-2,68
-23,-2,69
-22,-2,70
-23,-2,71
-22,-2,72
-22,-3,73
-22,-3,72
-22,-4,73
-22,-5,74
-22,-6,75
-22,-7,76
-22,-8,77
-22,-9,78
-22,-10,79
-22,-11,80
-22,-12,81
-22,-13,82
-22,-14,83
-22,-15,84
-22,-16,85
-22,-17,86
-22,-18,87
-22,-19,88
-22,-20,89
-22,-21,90
-22,-22,91
-22,-22,90
-22,-22,89
-23,-22,90
-23,-22,89
